stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening C:\Users\40161070\Documents\GitHub\Cps\coursework 2\code\NBody\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.11142] added dtor for sub_bitmap 07B13AC8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11145] added dtor for sub_bitmap 07B12AA0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11147] added dtor for sub_bitmap 07B13080, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11149] added dtor for sub_bitmap 07B13DB8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11152] added dtor for sub_bitmap 07B137D8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11154] added dtor for sub_bitmap 07B13F30, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11156] added dtor for sub_bitmap 07B14510, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11158] added dtor for sub_bitmap 07B134E8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11160] added dtor for sub_bitmap 07B13C40, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11163] added dtor for sub_bitmap 07B13950, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11166] added dtor for sub_bitmap 07B157E0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11168] added dtor for sub_bitmap 07B163A0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11170] added dtor for sub_bitmap 07B160B0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11172] added dtor for sub_bitmap 07B15958, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11175] added dtor for sub_bitmap 07B16228, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11177] added dtor for sub_bitmap 07B15AD0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11179] added dtor for sub_bitmap 07B15088, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11181] added dtor for sub_bitmap 07B15C48, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11184] added dtor for sub_bitmap 07B16518, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11186] added dtor for sub_bitmap 07B15DC0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11188] added dtor for sub_bitmap 07B14AA8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11190] added dtor for sub_bitmap 07B15F38, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11192] added dtor for sub_bitmap 07B16690, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11195] added dtor for sub_bitmap 07B154F0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11197] added dtor for sub_bitmap 07B14C20, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11200] added dtor for sub_bitmap 07B14D98, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11202] added dtor for sub_bitmap 07B15200, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11204] added dtor for sub_bitmap 07B15668, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11206] added dtor for sub_bitmap 07B16808, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11209] added dtor for sub_bitmap 07B14F10, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11211] added dtor for sub_bitmap 07B15378, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11217] added dtor for sub_bitmap 07B17090, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11220] added dtor for sub_bitmap 07B17960, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11222] added dtor for sub_bitmap 07B177E8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11224] added dtor for sub_bitmap 07B17208, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11227] added dtor for sub_bitmap 07B18520, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11229] added dtor for sub_bitmap 07B18230, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11231] added dtor for sub_bitmap 07B17380, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11234] added dtor for sub_bitmap 07B174F8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11236] added dtor for sub_bitmap 07B16AB0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11238] added dtor for sub_bitmap 07B18698, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11240] added dtor for sub_bitmap 07B16F18, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11242] added dtor for sub_bitmap 07B16C28, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11244] added dtor for sub_bitmap 07B17670, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11246] added dtor for sub_bitmap 07B17AD8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11249] added dtor for sub_bitmap 07B16DA0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11251] added dtor for sub_bitmap 07B17C50, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11253] added dtor for sub_bitmap 07B17DC8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11255] added dtor for sub_bitmap 07B17F40, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11257] added dtor for sub_bitmap 07B180B8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11260] added dtor for sub_bitmap 07B183A8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11262] added dtor for sub_bitmap 07B18810, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11265] added dtor for sub_bitmap 07B1ADD8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11268] added dtor for sub_bitmap 07B1AF50, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11270] added dtor for sub_bitmap 07B1B530, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11272] added dtor for sub_bitmap 07B1A7F8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11275] added dtor for sub_bitmap 07B1A508, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11278] added dtor for sub_bitmap 07B19C38, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11282] added dtor for sub_bitmap 07B1A390, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11284] added dtor for sub_bitmap 07B1B240, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11287] added dtor for sub_bitmap 07B1A970, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11292] added dtor for sub_bitmap 07B1AAE8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11295] added dtor for sub_bitmap 07B1B0C8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11297] added dtor for sub_bitmap 07B1B3B8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11299] added dtor for sub_bitmap 07B1A680, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11301] added dtor for sub_bitmap 07B19F28, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11303] added dtor for sub_bitmap 07B1A0A0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11305] added dtor for sub_bitmap 07B1AC60, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11307] added dtor for sub_bitmap 07B1B6A8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11310] added dtor for sub_bitmap 07B1B820, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11312] added dtor for sub_bitmap 07B19AC0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11314] added dtor for sub_bitmap 07B19DB0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11316] added dtor for sub_bitmap 07B1A218, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11319] added dtor for sub_bitmap 07B1DEC8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11322] added dtor for sub_bitmap 07B1DBD8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11324] added dtor for sub_bitmap 07B1CBB0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11326] added dtor for sub_bitmap 07B1D308, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11329] added dtor for sub_bitmap 07B1C5D0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11331] added dtor for sub_bitmap 07B1DA60, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11333] added dtor for sub_bitmap 07B1D018, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11336] added dtor for sub_bitmap 07B1BE78, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11338] added dtor for sub_bitmap 07B1C748, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11340] added dtor for sub_bitmap 07B1CEA0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11343] added dtor for sub_bitmap 07B1E798, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11345] added dtor for sub_bitmap 07B1CA38, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11348] added dtor for sub_bitmap 07B1E620, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11351] added dtor for sub_bitmap 07B1D8E8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11353] added dtor for sub_bitmap 07B1BD00, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11356] added dtor for sub_bitmap 07B1CD28, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11359] added dtor for sub_bitmap 07B1E040, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11361] added dtor for sub_bitmap 07B1C168, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11364] added dtor for sub_bitmap 07B1BFF0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11370] added dtor for sub_bitmap 07B1C2E0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11372] added dtor for sub_bitmap 07B1D480, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11375] added dtor for sub_bitmap 07B1D190, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11377] added dtor for sub_bitmap 07B1E910, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11380] added dtor for sub_bitmap 07B1DD50, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11382] added dtor for sub_bitmap 07B1E1B8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11385] added dtor for sub_bitmap 07B1D5F8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11387] added dtor for sub_bitmap 07B1E330, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11391] added dtor for sub_bitmap 07B1D770, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11396] added dtor for sub_bitmap 07B1E4A8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11398] added dtor for sub_bitmap 07B1EA88, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11400] added dtor for sub_bitmap 07B1C458, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11403] added dtor for sub_bitmap 07B1C8C0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11405] added dtor for sub_bitmap 07B1EC00, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11410] added dtor for sub_bitmap 07B1EEF0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11413] added dtor for sub_bitmap 07B1F358, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11415] added dtor for sub_bitmap 07B1F7C0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11418] added dtor for sub_bitmap 07B1F4D0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11420] added dtor for sub_bitmap 07B1F648, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11422] added dtor for sub_bitmap 07B1FAB0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11425] added dtor for sub_bitmap 07B1ED78, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11427] added dtor for sub_bitmap 07B1F938, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11430] added dtor for sub_bitmap 07B1F068, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11432] added dtor for sub_bitmap 07B1F1E0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11435] added dtor for sub_bitmap 07B23A98, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11438] added dtor for sub_bitmap 07B21000, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11440] added dtor for sub_bitmap 07B231C8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11443] added dtor for sub_bitmap 07B23920, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11445] added dtor for sub_bitmap 07B23050, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11448] added dtor for sub_bitmap 07B20D10, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11454] added dtor for sub_bitmap 07B21EB0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11457] added dtor for sub_bitmap 07B20E88, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11459] added dtor for sub_bitmap 07B221A0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11462] added dtor for sub_bitmap 07B21178, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11465] added dtor for sub_bitmap 07B22318, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11467] added dtor for sub_bitmap 07B212F0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11469] added dtor for sub_bitmap 07B22490, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11472] added dtor for sub_bitmap 07B23630, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11474] added dtor for sub_bitmap 07B22608, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11477] added dtor for sub_bitmap 07B22028, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11480] added dtor for sub_bitmap 07B21758, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11482] added dtor for sub_bitmap 07B237A8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11484] added dtor for sub_bitmap 07B21A48, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11487] added dtor for sub_bitmap 07B21468, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11489] added dtor for sub_bitmap 07B215E0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11492] added dtor for sub_bitmap 07B23340, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11494] added dtor for sub_bitmap 07B218D0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11496] added dtor for sub_bitmap 07B21BC0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11499] added dtor for sub_bitmap 07B21D38, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11502] added dtor for sub_bitmap 07B22780, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11504] added dtor for sub_bitmap 07B228F8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11507] added dtor for sub_bitmap 07B22A70, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11509] added dtor for sub_bitmap 07B22BE8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11511] added dtor for sub_bitmap 07B22D60, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11514] added dtor for sub_bitmap 07B22ED8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11516] added dtor for sub_bitmap 07B234B8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11519] added dtor for sub_bitmap 07B244E0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11521] added dtor for sub_bitmap 07B247D0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11524] added dtor for sub_bitmap 07B241F0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11526] added dtor for sub_bitmap 07B24078, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11529] added dtor for sub_bitmap 07B24AC0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11532] added dtor for sub_bitmap 07B24948, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11535] added dtor for sub_bitmap 07B23C10, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11537] added dtor for sub_bitmap 07B23D88, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11539] added dtor for sub_bitmap 07B23F00, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11542] added dtor for sub_bitmap 07B24658, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11544] added dtor for sub_bitmap 07B24368, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11548] added dtor for sub_bitmap 07B27300, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11550] added dtor for sub_bitmap 07B29930, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11552] added dtor for sub_bitmap 07B29AA8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11555] added dtor for sub_bitmap 07B26D20, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11558] added dtor for sub_bitmap 07B27768, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11560] added dtor for sub_bitmap 07B27EC0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11563] added dtor for sub_bitmap 07B297B8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11565] added dtor for sub_bitmap 07B27A58, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11567] added dtor for sub_bitmap 07B29640, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11570] added dtor for sub_bitmap 07B28908, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11572] added dtor for sub_bitmap 07B26E98, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11575] added dtor for sub_bitmap 07B27D48, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11577] added dtor for sub_bitmap 07B29060, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11580] added dtor for sub_bitmap 07B27188, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11582] added dtor for sub_bitmap 07B27010, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11585] added dtor for sub_bitmap 07B27478, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11587] added dtor for sub_bitmap 07B284A0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11590] added dtor for sub_bitmap 07B281B0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11592] added dtor for sub_bitmap 07B275F0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11595] added dtor for sub_bitmap 07B28A80, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11597] added dtor for sub_bitmap 07B28BF8, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11599] added dtor for sub_bitmap 07B28038, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11602] added dtor for sub_bitmap 07B278E0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11604] added dtor for sub_bitmap 07B28328, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11607] added dtor for sub_bitmap 07B27BD0, func 0F9E2243
dtor     D               dtor.c:196  _al_register_destructor          [   0.11610] added dtor for sub_bitmap 07B28618, func 0F9E2243
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.11613] removed dtor for bitmap 07A9A458
dtor     D               dtor.c:196  _al_register_destructor          [   0.11616] added dtor for font 07A55F98, func 776B105F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.11618] removed dtor for bitmap 07A807C8
